PDB_ID,Uniprot_Name,Ki,IC50,pKd,B_factor,Resolution,Date,Type,EC_number,Uniprot_ID,Uniprot_AC,Species,Reign,TaxId,Class,X,Y,Z,HET_CODE,MW,BSA,CHAIN,SITE_SIZE,NON_STDAA,IFP_LENGTH,ION,COF,IFP_BIT_1,IFP_BIT_2,IFP_BIT_3,IFP_BIT_4,IFP_BIT_5,IFP_BIT_6,IFP_BIT_7,IFP_BIT_8,scPDB_ID,Cavity_4A,Cavity_6A,Cavity_8A,Cavity_12A,Cluster_id,Cluster_size,Subcluster_belongership,Cluster_mean_point_sa,Cluster_tot_entries
1m83,Tryptophanyl-tRNA synthetase,,,,10.917,2.2,2002-07-24,Wild_Type,6.1.1.2,SYW_BACST,P00953,Bacillus stearothermophilus ,Bacteria,1422,Enzyme,53.5623,25.2267,35.5324,ATP,504.1572,98.99123266,A,55,1,28,MG,,14,0,0,7,3,3,0,1,3503,354,455,526,560,852,4,1,1i6m,6
2yy5,Tryptophanyl-tRNA synthetase,,,,10.126,2.55,2007-04-27,Mutant,6.1.1.2,SYW_MYCPN,P75510,Mycoplasma pneumoniae,Bacteria,2104,Enzyme,60.142,-10.0187,74.3389,WSA,533.538,97.1989491208,A,61,0,32,,,23,0,1,4,4,0,0,0,4783,445,445,445,462,852,4,1,1i6m,6
3fi0,Tryptophanyl-tRNA synthetase,,,,22.41,2.7,2008-12-10,Mutant,6.1.1.2,SYW_BACST,P00953,Bacillus stearothermophilus ,Bacteria,1422,Enzyme,-36.7066,-26.6843,-32.4984,TRP,204.22518,93.300248139,A,33,1,13,,AMP,11,0,1,0,1,0,0,0,6623,344,472,567,614,852,4,4,3fi0,6
3hv0,Tryptophanyl-tRNA synthetase,,,,13.244,2.42,2009-06-15,Mutant,6.1.1.2,Q5CYP8_CRYPV,Q5CYP8,Cryptosporidium parvum Iowa II,Eukaryota,353152,Enzyme,-0.3401,14.1546,32.8665,TRP,204.22518,95.0495049505,B,32,0,20,,,12,0,2,1,3,1,1,0,7330,199,259,273,276,852,4,2,3hv0,6
3jxe,Tryptophanyl-tRNA synthetase,,,,35.359,3,2009-09-19,Mutant,6.1.1.2,SYW_PYRHO,O59584,Pyrococcus horikoshii,Archaea,53953,Enzyme,-13.6894,3.8865,31.6038,TYM,533.431121,98.1969486824,B,58,0,36,,,21,0,2,5,6,1,1,0,7699,452,479,482,482,852,4,3,3jxe,6
1yid,Tryptophanyl-tRNA synthetase 2,,,,33.051,2.4,2005-01-11,Wild_Type,6.1.1.2,SYW2_DEIRA,Q9RVD6,Deinococcus radiodurans,Bacteria,1299,Enzyme,73.1778,-14.4196,2.7149,ATP,504.1572,85.61896715,BA,46,1,16,MG,,6,0,0,5,3,1,0,1,4118,668,857,931,941,,,,,
1r6u,"Tryptophanyl-tRNA synthetase, cytoplasmic",,,,22.997,2,2003-10-16,Mutant,6.1.1.2,SYWC_HUMAN,P23381,Homo sapiens ,Eukaryota,9606,Enzyme,3.2818,55.359,44.531,TYM,533.4311,96.46135625,A,59,0,35,,,23,0,2,3,5,1,1,0,2574,540,577,610,631,1221,2,1,1r6u,4
3kt3,"Tryptophanyl-tRNA synthetase, cytoplasmic",,,,21.721,2.6,2009-11-24,Mutant,6.1.1.2,SYWC_YEAST,Q12109,Saccharomyces cerevisiae ,Eukaryota,4932,Enzyme,-171.0817,71.6293,-59.2969,TYM,533.431121,98.6091794159,C,60,0,37,,,21,0,2,5,7,1,1,0,7938,448,479,479,479,1221,2,1,1r6u,4
3kt6,"Tryptophanyl-tRNA synthetase, cytoplasmic",,,,33.969,2.8,2009-11-24,Mutant,6.1.1.2,SYWC_YEAST,Q12109,Saccharomyces cerevisiae ,Eukaryota,4932,Enzyme,-158.7322,36.772,-64.486,TRP,204.22518,91.3151364764,D,36,0,21,,,12,0,2,1,4,0,2,0,7939,249,391,472,536,1221,2,2,3kt8,4
3kt8,"Tryptophanyl-tRNA synthetase, cytoplasmic",,,,39.939,3,2009-11-24,Mutant,6.1.1.2,SYWC_YEAST,Q12109,Saccharomyces cerevisiae ,Eukaryota,4932,Enzyme,-63.9641,129.1066,-8.6752,LTN,204.24836,92.1568627451,B,35,0,20,,,13,0,2,1,3,0,1,0,7940,256,367,425,499,1221,2,2,3kt8,4
2bto,Tubulin,,,,24.958,2.5,2005-06-04,Mutant,No_EC,Q8GCC5_9BACT,Q8GCC5,Prosthecobacter dejongeii,Bacteria,48465,No Enzyme,87.2681,-20.8263,-4.424,GTP,520.1566,89.90737307,AT,49,0,24,,,11,0,0,10,2,1,0,0,4485,496,533,587,644,,,,,
3cb2,Tubulin gamma-1 chain,,,,11.532,2.3,2008-02-21,Mutant,3.6.5.6,TBG1_HUMAN,P23258,Homo sapiens ,Eukaryota,9606,Enzyme,34.2145,28.2077,-50.008,GDP,441.1846,92.6045147695,B,45,0,21,,,10,1,0,8,2,0,0,0,3739,452,526,540,540,853,1,1,1z5v,2
1z5v,Tubulin gamma-1 chain,,,,22.12,2.71,2005-03-20,Mutant,No_EC,TBG1_HUMAN,P23258,Homo sapiens ,Eukaryota,9606,No Enzyme,16.2197,-11.6862,16.4565,GSP,537.23,87.70965312,A,50,1,24,MG,,11,1,0,9,2,0,0,1,5110,297,297,297,307,853,1,1,1z5v,2
3lh0,Tumor suppressor p53-binding protein 1,,,,14.533,1.9,2010-01-21,Mutant,No_EC,TP53B_HUMAN,Q12888,Homo sapiens ,Eukaryota,9606,No Enzyme,-5.915,0.0408,9.7728,MLY,175.24866,56.9007263923,A,21,0,7,,,5,0,0,0,1,0,1,0,8084,286,428,533,671,,,,,
3jvv,Twitching mobility protein,,,,27.747,2.6,2009-09-17,Mutant,No_EC,PILT_PSEAE,P24559,Pseudomonas aeruginosa,Bacteria,287,No Enzyme,-51.152,23.4805,5.9594,ACP,501.176443,81.845688351,AB,37,1,17,MG,,7,0,0,7,0,2,0,1,7689,580,833,1080,1238,,,,,
2hkj,Type 2 DNA topoisomerase 6 subunit B,,,,9.171,2,2006-07-04,Mutant,5.99.1.3,TOP6B_SULSH,O05207,Sulfolobus shibatae,Archaea,2286,Enzyme,16.9072,-1.5018,-9.5349,RDC,364.777,82.07632164,A,40,1,15,MG,,13,0,0,1,1,0,0,0,2559,509,664,756,826,854,2,2,2hkj,3
1z5b,Type 2 DNA topoisomerase 6 subunit B,,,,4.067,2,2005-03-17,Mutant,5.99.1.3,TOP6B_SULSH,O05207,Sulfolobus shibatae,Archaea,2286,Enzyme,48.9115,51.0893,129.9064,ADP,425.1852,99.62978992,AB,54,1,24,MG,,10,0,1,9,1,2,0,1,2560,364,398,398,428,854,2,1,1z5b,3
1mx0,Type 2 DNA topoisomerase 6 subunit B,,,,4.832,2.3,2002-10-01,Mutant,5.99.1.3,TOP6B_SULSH,O05207,Sulfolobus shibatae,Archaea,2286,Enzyme,152.223,62.3431,12.305,ANP,503.1724,99.69992687,CD,57,1,28,MG,,11,0,1,11,1,3,0,1,3967,371,388,388,432,854,2,1,1z5b,3
3bf3,Type III pantothenate kinase,,,,7.9215530903,1.63,2007-11-20,Mutant,2.7.1.33,COAX_THEMA,Q9WZY5,Thermotoga maritima,Bacteria,2336,Enzyme,-16.0318,-15.5629,-1.3373,PAZ,297.199,96.6277384241,EF,44,0,19,,,13,0,0,5,0,1,0,0,647,347,442,489,489,1364,2,2,3bf3,2
3bf1,Type III pantothenate kinase,,,2.522879,9.83,2.3,2007-11-20,Mutant,2.7.1.33,COAX_THEMA,Q9WZY5,Thermotoga maritima,Bacteria,2336,Enzyme,20.0853,-16.1656,20.3545,ADP,425.1852,100,CE,41,0,15,,,8,0,2,3,2,0,0,0,5582,432,475,482,540,1364,2,1,3bf1,2
2vlf,Tyrosine phenol-lyase,,,,11.27,1.89,2008-01-14,Wild_Type,4.1.99.2,TPL_CITFR,P31013,Citrobacter freundii,Bacteria,546,Enzyme,40.1405,82.167,23.9811,PLI,315.195941,100,AB,50,0,21,,,10,0,0,6,1,4,0,0,6179,276,327,405,462,1062,1,1,2vlf,2
2vlh,Tyrosine phenol-lyase,,,,16.878,1.95,2008-01-14,Wild_Type,4.1.99.2,TPL_CITFR,P31013,Citrobacter freundii,Bacteria,546,Enzyme,26.2622,82.2416,6.6913,PM9,375.314101,100,AB,53,0,28,,,16,0,0,6,1,5,0,0,6180,290,340,405,475,1062,1,1,2vlf,2
2zvp,Tyrosine-ester sulfotransferase,,,,5.55,1.3,2008-11-14,Wild_Type,2.8.2.9,Q9R2C2_MOUSE,Q9R2C2,Mus musculus ,Eukaryota,10090,Enzyme,50.3234,-0.2214,21.298,A3P,423.169362,99.4983277592,X,48,0,24,,,9,1,2,8,1,3,0,0,6193,364,391,394,465,1063,1,1,2zvp,2
2zyt,Tyrosine-ester sulfotransferase,,,,9.489,1.55,2009-01-29,Wild_Type,2.8.2.9,Q9R2C2_MOUSE,Q9R2C2,Mus musculus ,Eukaryota,10090,Enzyme,19.2132,1.6846,11.3134,PPS,503.232562,99.8500749625,X,51,0,29,,,11,1,2,9,1,5,0,0,6205,357,394,418,435,1063,1,1,2zvp,2
2hzi,Tyrosine-protein kinase ABL1,,,,10.048,1.7,2006-08-09,Mutant,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,15.8322,14.4531,3.8641,JIN,429.274,92.03554301,A,45,0,25,,,21,1,1,1,1,0,0,0,802,367,378,378,378,1332,1,1,1iep,20
2f4j,Tyrosine-protein kinase ABL1,,,,10.506,1.91,2005-11-23,Mutant,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,1.9823,-7.3996,-24.9951,VX6,465.594,81.7955722,A,47,0,22,,,18,2,0,0,2,0,0,0,1975,435,462,472,472,1332,1,1,1iep,20
2qoh,Tyrosine-protein kinase ABL1,,,,15.184,1.95,2007-07-20,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,-1.9065,7.3112,24.1989,P3Y,372.4198,87.5108698242,A,44,0,23,,,18,0,1,3,1,0,0,0,2092,486,533,573,597,1332,1,1,1iep,20
1iep,Tyrosine-protein kinase ABL1,,,,22.214,2.1,2001-04-10,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,16.0021,52.5412,16.2205,STI,494.6107,93.76388078,A,55,1,33,,,25,1,2,2,3,0,0,0,3063,614,752,860,972,1332,1,1,1iep,20
2e2b,Tyrosine-protein kinase ABL1,,,,26.453,2.2,2006-11-10,Mutant,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,11.7078,95.4011,60.3757,406,577.6233,92.2028549556,B,59,0,34,,,27,1,2,2,2,0,0,0,3254,519,540,560,627,1332,1,1,1iep,20
2hiw,Tyrosine-protein kinase ABL1,,,,6.704,2.2,2006-06-29,Mutant,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,0.2785,5.8128,34.1205,7MP,455.4125,97.75321291,A,52,0,27,,,23,0,1,2,1,0,0,0,3409,489,556,563,563,1332,1,1,1iep,20
1fpu,Tyrosine-protein kinase ABL1,,,,34.458,2.4,2000-08-31,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,12.9835,97.0802,57.9074,PRC,382.4179,97.35623142,B,46,0,25,,,20,1,2,1,1,0,0,0,4307,452,482,482,482,1332,1,1,1iep,20
2hyy,Tyrosine-protein kinase ABL1,,,,24.855,2.4,2006-08-08,Wild_Type,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,13.4819,16.0755,18.023,STI,494.6107,92.55170892,A,53,0,31,,,24,1,1,2,3,0,0,0,4312,577,661,718,786,1332,1,1,1iep,20
2hzn,Tyrosine-protein kinase ABL1,,,,33.265,2.7,2006-08-09,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,48.2883,24.6861,41.7999,KIN,373.3286,98.25870568,A,43,0,26,,,21,1,1,2,1,0,0,0,5034,459,553,675,813,1332,1,1,1iep,20
2v7a,Tyrosine-protein kinase ABL1,,,,10.937,2.5,2007-07-27,Mutant,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,-42.6605,-51.4767,-10.7981,627,475.5627,78.5963007902,A,46,1,23,MG,,18,1,0,2,2,0,0,0,4556,533,540,540,540,1332,1,1,1iep,20
1m52,Tyrosine-protein kinase ABL1,,,,15.282,2.6,2002-07-08,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,44.1782,78.7972,29.9172,P17,443.349,88.96232487,B,46,0,24,,,20,1,1,1,1,0,0,0,4915,378,378,378,378,1332,1,1,1iep,20
2g2f,Tyrosine-protein kinase ABL1,,,,33.455,2.7,2006-02-15,Mutant,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,27.4608,119.0396,37.8739,ATG,519.215,64.17200022,B,30,0,12,,,8,1,0,2,1,0,0,0,5047,351,381,384,398,1332,1,1,1iep,20
2hz4,Tyrosine-protein kinase ABL1,,,,30.876,2.8,2006-08-08,Wild_Type,2.7.10.2,ABL1_HUMAN,P00519,Homo sapiens ,Eukaryota,9606,Enzyme,52.3568,18.4225,61.3345,4ST,471.5707,83.36062875,B,41,0,16,,,14,0,0,0,2,0,0,0,5174,715,934,985,985,1332,1,1,1iep,20
3dk3,Tyrosine-protein kinase ABL1,,,,14.9,2.02,2008-06-24,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,-83.4036,81.2799,95.0443,SX7,374.43898,86.4823348694,B,41,0,22,,,16,0,3,2,1,0,0,0,6227,371,374,374,374,1332,1,1,1iep,20
3ik3,Tyrosine-protein kinase ABL1,,,,7.715,1.9,2009-08-05,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,5.2982,32.6175,13.765,0LI,534.57537,94.4063926941,B,56,0,33,,,27,1,2,1,2,0,0,0,7505,455,489,502,506,1332,1,1,1iep,20
3k5v,Tyrosine-protein kinase ABL1,,,,18.224,1.74,2009-10-08,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,33.4383,49.2637,25.107,STI,494.61068,94.9530516432,B,55,0,32,,,24,1,2,2,3,0,0,0,7770,597,702,793,907,1332,1,1,1iep,20
3kf4,Tyrosine-protein kinase ABL1,,,,13.168,1.9,2009-10-27,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,68.694,-7.1735,-24.2955,B90,443.440841,81.9650067295,B,48,0,26,,,20,1,1,2,2,0,0,0,7838,459,560,654,803,1332,1,1,1iep,20
3kfa,Tyrosine-protein kinase ABL1,,,,6.71,1.22,2009-10-27,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,17.1538,-8.6624,14.8817,B91,558.55701,92.8967813541,A,55,0,35,,,28,1,2,2,2,0,0,0,7840,590,702,810,894,1332,1,1,1iep,20
3ms9,Tyrosine-protein kinase ABL1,,,,14.206,1.8,2010-04-29,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,12.6404,96.2324,59.6618,STI,494.61068,94.2488262911,B,55,1,33,,,25,1,2,2,3,0,0,0,8307,489,509,519,560,1332,1,1,1iep,20
3mss,Tyrosine-protein kinase ABL1,,,,13.64,1.95,2010-04-29,Mutant,2.7.10.2,ABL1_MOUSE,P00520,Mus musculus ,Eukaryota,10090,Enzyme,45.2907,-41.487,-16.7481,STI,494.61068,93.661971831,B,55,0,32,,,24,1,2,2,3,0,0,0,8308,597,715,766,820,1332,1,1,1iep,20
3gvu,Tyrosine-protein kinase ABL2,,,,8.34,2.05,2009-03-31,Mutant,2.7.10.2,ABL2_HUMAN,P42684,Homo sapiens ,Eukaryota,9606,Enzyme,16.4988,10.5039,19.4722,STI,494.61068,92.7467300832,A,53,0,32,,,24,1,2,2,3,0,0,0,6693,573,587,594,604,,,,,
3k54,Tyrosine-protein kinase BTK,,,,16.338,1.94,2009-10-06,Mutant,2.7.10.2,BTK_HUMAN,Q06187,Homo sapiens ,Eukaryota,9606,Enzyme,-17.968,-5.4226,-1.1631,1N1,489.01348,79.6296296296,A,49,0,20,,,16,1,0,1,2,0,0,0,7755,415,445,455,455,,,,,
1byg,Tyrosine-protein kinase CSK,,,,20.253,2.4,1998-10-14,Mutant,2.7.10.2,CSK_HUMAN,P41240,Homo sapiens ,Eukaryota,9606,Enzyme,27.5374,44.4235,12.6479,STU,467.539,85.06140376,A,41,0,18,,,15,0,0,1,2,0,0,0,4282,553,725,820,840,,,,,
3bkb,Tyrosine-protein kinase Fes/Fps,,,,12.535,1.78,2007-12-06,Mutant,2.7.10.2,FES_HUMAN,P07332,Homo sapiens ,Eukaryota,9606,Enzyme,15.1993,29.3344,57.3423,STU,467.539,93.1458104756,A,45,0,22,,,19,0,0,1,2,0,0,0,1065,506,644,735,769,,,,,
2dq7,Tyrosine-protein kinase Fyn,,,,16.854,2.8,2006-05-23,Mutant,2.7.10.2,FYN_HUMAN,P06241,Homo sapiens ,Eukaryota,9606,Enzyme,-16.8425,18.7856,-13.2232,STU,467.539,88.03743384,X,47,0,19,,,15,1,0,1,2,0,0,0,5186,523,580,590,590,,,,,
2hk5,Tyrosine-protein kinase HCK,,,,9.554,2,2006-07-03,Mutant,2.7.10.2,HCK_HUMAN,P08631,Homo sapiens ,Eukaryota,9606,Enzyme,47.796,7.8617,-2.3021,1BM,432.5413,85.62375221,A,49,0,25,,,20,0,1,2,2,0,0,0,2497,303,303,303,334,856,1,1,2hk5,3
1qcf,Tyrosine-protein kinase HCK,,,,10.316,2,1999-05-04,Mutant,2.7.10.2,HCK_HUMAN,P08631,Homo sapiens ,Eukaryota,9606,Enzyme,25.0267,30.5375,40.4533,PP1,281.3556,94.33991878,A,41,0,17,,,14,1,0,1,1,0,0,0,2502,442,594,688,739,856,1,1,2hk5,3
2c0o,Tyrosine-protein kinase HCK,,,,22.736,2.85,2005-09-06,Mutant,2.7.10.2,HCK_HUMAN,P08631,Homo sapiens ,Eukaryota,9606,Enzyme,12.473,75.2832,76.211,L2G,622.7399,79.92067684,B,57,0,27,,,23,1,0,2,1,0,0,0,5330,637,725,745,776,856,1,1,2hk5,3
1sm2,Tyrosine-protein kinase ITK/TSK,,,,14.156,2.3,2004-03-08,Wild_Type,2.7.10.2,ITK_HUMAN,Q08881,Homo sapiens ,Eukaryota,9606,Enzyme,38.3184,51.4878,15.6901,STU,467.539,89.96982357,B,43,0,21,,,16,0,2,1,2,0,0,0,3952,556,742,907,1029,1113,1,1,3mj1,4
3miy,Tyrosine-protein kinase ITK/TSK,,,,11.254,1.67,2010-04-12,Mutant,2.7.10.2,ITK_HUMAN,Q08881,Homo sapiens ,Eukaryota,9606,Enzyme,9.4845,-11.2988,-1.2428,B49,399.481723,71.1915535445,A,35,0,17,,,13,0,1,1,2,0,0,0,8270,580,759,891,1009,1113,1,1,3mj1,4
3mj1,Tyrosine-protein kinase ITK/TSK,,,,15.139,1.72,2010-04-12,Mutant,2.7.10.2,ITK_HUMAN,Q08881,Homo sapiens ,Eukaryota,9606,Enzyme,15.3797,8.5611,-2.7155,614,438.54588,70.81604426,A,37,0,15,,,13,1,0,0,1,0,0,0,8271,533,691,816,924,1113,1,1,3mj1,4
3mj2,Tyrosine-protein kinase ITK/TSK,,,,11.893,1.9,2010-04-12,Mutant,2.7.10.2,ITK_HUMAN,Q08881,Homo sapiens ,Eukaryota,9606,Enzyme,15.8221,7.5567,-3.6894,MJG,624.83698,75.2821670429,A,46,0,24,,,21,1,0,1,1,0,0,0,8272,769,955,1080,1177,1113,1,1,3mj1,4
3eyg,Tyrosine-protein kinase JAK1,,,,10.387,1.9,2008-10-20,Wild_Type,2.7.10.2,JAK1_HUMAN,P23458,Homo sapiens ,Eukaryota,9606,Enzyme,11.2004,13.7893,-14.9942,MI1,312.3696,97.3231357553,A,47,0,20,,,17,1,0,1,1,0,0,0,6554,371,425,486,540,1064,1,1,3eyh,2
3eyh,Tyrosine-protein kinase JAK1,,,,10.07,2,2008-10-20,Wild_Type,2.7.10.2,JAK1_HUMAN,P23458,Homo sapiens ,Eukaryota,9606,Enzyme,11.2665,-14.3235,-15.0066,IZA,309.337543,92.7734375,A,41,0,17,,,14,1,0,1,1,0,0,0,6555,297,307,307,324,1064,1,1,3eyh,2
2b7a,Tyrosine-protein kinase JAK2,,,,15.437,2,2005-10-04,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,113.7077,65.0164,8.8914,IZA,309.3375,94.12504051,A,40,0,16,,,14,0,0,1,1,0,0,0,2526,381,388,388,425,1065,1,1,2b7a,9
2w1i,Tyrosine-protein kinase JAK2,,,,15.348,2.6,2008-10-17,Wild_Type,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,42.8889,2.2428,-4.9372,L0I,379.41574,77.1790808241,A,36,0,13,,,12,0,0,1,0,0,0,0,5919,367,405,418,418,1065,1,1,2b7a,9
3fup,Tyrosine-protein kinase JAK2,,,,18.79,2.4,2009-01-14,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,-57.7064,9.5553,0.898,MI1,312.3696,97.896749522,A,45,0,22,,,19,1,0,1,1,0,0,0,6659,286,347,401,428,1065,1,1,2b7a,9
3io7,Tyrosine-protein kinase JAK2,,,,12.538,2.6,2009-08-13,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,15.3478,13.6294,3.953,1P5,394.47344,92.7419354839,A,45,0,19,,,16,1,0,1,1,0,0,0,7551,529,671,722,752,1065,1,1,2b7a,9
3iok,Tyrosine-protein kinase JAK2,,,,15.248,2.1,2009-08-14,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,14.6389,12.4744,3.6309,1P6,349.364943,93.4782608696,A,42,0,20,,,17,1,0,1,1,0,0,0,7560,428,546,658,678,1065,1,1,2b7a,9
3jy9,Tyrosine-protein kinase JAK2,,,,11.313,2.1,2009-09-21,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,12.7355,13.443,2.8096,JZH,341.3627,92.9475587703,A,42,0,23,,,17,1,0,3,2,0,0,0,7703,509,688,810,840,1065,1,1,2b7a,9
3kck,Tyrosine-protein kinase JAK2,,,,11.672,2.2,2009-10-21,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,12.5114,13.1647,2.7167,3KC,345.78178,89.2045454545,A,44,0,23,,,17,2,0,2,2,0,0,0,7818,459,627,742,826,1065,1,1,2b7a,9
3lpb,Tyrosine-protein kinase JAK2,,,,13.4,2,2010-02-05,Mutant,2.7.10.2,JAK2_HUMAN,O60674,Homo sapiens ,Eukaryota,9606,Enzyme,114.4032,66.1729,10.6846,NVB,465.52152,86.8758915835,A,44,0,20,,,18,1,0,1,0,0,0,0,8135,469,482,496,499,1065,1,1,2b7a,9
1yvj,Tyrosine-protein kinase JAK3,,,,10.715,2.55,2005-02-15,Mutant,2.7.10.2,JAK3_HUMAN,P52333,Homo sapiens ,Eukaryota,9606,Enzyme,8.1114,-11.9129,-5.8082,4ST,471.5707,90.05793391,A,44,0,21,,,18,0,0,1,2,0,0,0,4778,627,796,870,877,1245,1,1,3lxk,3
3lxk,Tyrosine-protein kinase JAK3,,,,10.773,2,2010-02-25,Mutant,2.7.10.2,JAK3_HUMAN,P52333,Homo sapiens ,Eukaryota,9606,Enzyme,0.7912,15.2648,5.4041,MI1,312.3696,98.0988593156,A,45,0,20,,,17,1,0,1,1,0,0,0,8180,320,391,475,583,1245,1,1,3lxk,3
3lxl,Tyrosine-protein kinase JAK3,,,,10.503,1.74,2010-02-25,Mutant,2.7.10.2,JAK3_HUMAN,P52333,Homo sapiens ,Eukaryota,9606,Enzyme,1.3282,15.2774,4.9722,IZA,309.337543,92.9961089494,A,40,0,16,,,14,0,0,1,1,0,0,0,8181,411,573,705,772,1245,1,1,3lxk,3
2ofv,Tyrosine-protein kinase Lck,,,,10.488,2,2007-01-04,Mutant,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,120.1099,57.952,15.531,242,422.4025,98.94944574,B,49,0,32,,,26,1,1,2,2,0,0,0,2415,408,428,536,651,1291,2,1,2ofu,27
2ofu,Tyrosine-protein kinase Lck,,,,6.955,2,2007-01-04,Mutant,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,27.6545,39.2243,85.2988,1N9,687.8051,67.3201277,A,52,0,20,,,17,1,0,1,1,0,0,0,2416,972,1164,1198,1198,1291,2,1,2ofu,27
2of2,Tyrosine-protein kinase Lck,,,,7.647,2,2007-01-02,Wild_Type,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,25.5644,39.3052,84.5609,547,400.516,77.9992699,A,39,0,18,,,15,1,0,1,1,0,0,0,2418,718,968,1063,1086,1291,2,1,2ofu,27
1qpe,Tyrosine-protein kinase Lck,,,,6.299,2,1999-05-24,Mutant,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,24.0707,37.6595,84.4035,PP2,301.774,89.3961757,A,39,0,15,,,12,1,0,1,1,0,0,0,2422,479,664,820,833,1291,2,1,2ofu,27
1qpd,Tyrosine-protein kinase Lck,,,,5.204,2,1999-05-24,Mutant,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,25.3947,40.0262,84.0066,STU,467.539,82.66537897,A,42,0,21,,,16,1,0,1,2,0,1,0,2469,725,975,1049,1059,1291,2,1,2ofu,27
1ijr,Tyrosine-protein kinase Lck,,,,17.03,2.2,2001-04-27,Mutant,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,61.2146,25.2324,34.4304,CC0,617.584,63.73946986,A,31,0,24,,,13,1,1,5,1,3,0,0,3406,604,698,756,776,1291,2,2,1ijr,27
3b2w,Tyrosine-protein kinase Lck,,,,11.183,2.3,2007-10-19,Wild_Type,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,15.2154,-3.3194,14.3806,9NH,624.6086,82.9712963333,A,55,0,27,,,21,0,2,2,2,0,0,0,3701,675,725,742,762,1291,2,1,2ofu,27
2og8,Tyrosine-protein kinase Lck,,,,13.326,2.3,2007-01-05,Mutant,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,11.4492,4.8817,30.5702,1N8,565.6093,85.53288556,B,52,0,29,,,23,1,1,2,2,0,0,0,3845,735,884,982,1042,1291,2,1,2ofu,27
2of4,Tyrosine-protein kinase Lck,,,,5.568,2.7,2007-01-02,Wild_Type,2.7.10.2,LCK_HUMAN,P06239,Homo sapiens ,Eukaryota,9606,Enzyme,26.2823,39.5446,84.3932,979,398.4803,73.65110722,A,35,0,16,,,14,1,0,1,0,0,0,0,5037,776,1019,1113,1144,1291,2,1,2ofu,27
